x-axis,1
second,Volt
-8.63281E+00,+2.55182E+00
-8.59375E+00,+2.56941E+00
-8.55469E+00,+2.53800E+00
-8.51563E+00,+2.50911E+00
-8.47656E+00,+2.51288E+00
-8.43750E+00,+2.53047E+00
-8.39844E+00,+2.54805E+00
-8.35938E+00,+2.53298E+00
-8.32031E+00,+2.51790E+00
-8.28125E+00,+2.53926E+00
-8.24219E+00,+2.53424E+00
-8.20313E+00,+2.52544E+00
-8.16406E+00,+2.52419E+00
-8.12500E+00,+2.47016E+00
-8.08594E+00,+2.48650E+00
-8.04688E+00,+2.49529E+00
-8.00781E+00,+2.43499E+00
-7.96875E+00,+2.51916E+00
-7.92969E+00,+2.51916E+00
-7.89063E+00,+2.50283E+00
-7.85156E+00,+2.53424E+00
-7.81250E+00,+2.55434E+00
-7.77344E+00,+2.55685E+00
-7.73438E+00,+2.56941E+00
-7.69531E+00,+2.60961E+00
-7.65625E+00,+2.63599E+00
-7.61719E+00,+2.60961E+00
-7.57813E+00,+2.56062E+00
-7.53906E+00,+2.55810E+00
-7.50000E+00,+2.56564E+00
-7.46094E+00,+2.50785E+00
-7.42188E+00,+2.47896E+00
-7.38281E+00,+2.52670E+00
-7.34375E+00,+2.55057E+00
-7.30469E+00,+2.57821E+00
-7.26563E+00,+2.60333E+00
-7.22656E+00,+2.65107E+00
-7.18750E+00,+2.69378E+00
-7.14844E+00,+2.70760E+00
-7.10938E+00,+2.69378E+00
-7.07031E+00,+2.74278E+00
-7.03125E+00,+2.81187E+00
-6.99219E+00,+2.81187E+00
-6.95313E+00,+2.73398E+00
-6.91406E+00,+2.76916E+00
-6.87500E+00,+2.77670E+00
-6.83594E+00,+2.67368E+00
-6.79688E+00,+2.66740E+00
-6.75781E+00,+2.67620E+00
-6.71875E+00,+2.63223E+00
-6.67969E+00,+2.58700E+00
-6.64063E+00,+2.60207E+00
-6.60156E+00,+2.61589E+00
-6.56250E+00,+2.57569E+00
-6.52344E+00,+2.54680E+00
-6.48438E+00,+2.52921E+00
-6.44531E+00,+2.47268E+00
-6.40625E+00,+2.43876E+00
-6.36719E+00,+2.38851E+00
-6.32813E+00,+2.30182E+00
-6.28906E+00,+2.27795E+00
-6.25000E+00,+2.30936E+00
-6.21094E+00,+2.31062E+00
-6.17188E+00,+2.32695E+00
-6.13281E+00,+2.32695E+00
-6.09375E+00,+2.36087E+00
-6.05469E+00,+2.34579E+00
-6.01563E+00,+2.35961E+00
-5.97656E+00,+2.40484E+00
-5.93750E+00,+2.46891E+00
-5.89844E+00,+2.48398E+00
-5.85938E+00,+2.49655E+00
-5.82031E+00,+2.54805E+00
-5.78125E+00,+2.59454E+00
-5.74219E+00,+2.61715E+00
-5.70313E+00,+2.60836E+00
-5.66406E+00,+2.59077E+00
-5.62500E+00,+2.61212E+00
-5.58594E+00,+2.63474E+00
-5.54688E+00,+2.61841E+00
-5.50781E+00,+2.62343E+00
-5.46875E+00,+2.63348E+00
-5.42969E+00,+2.55559E+00
-5.39063E+00,+2.54805E+00
-5.35156E+00,+2.49780E+00
-5.31250E+00,+2.46640E+00
-5.27344E+00,+2.44755E+00
-5.23438E+00,+2.37846E+00
-5.19531E+00,+2.39604E+00
-5.15625E+00,+2.41238E+00
-5.11719E+00,+2.42871E+00
-5.07813E+00,+2.43122E+00
-5.03906E+00,+2.41740E+00
-5.00000E+00,+2.42620E+00
-4.96094E+00,+2.46765E+00
-4.92188E+00,+2.49655E+00
-4.88281E+00,+2.50157E+00
-4.84375E+00,+2.52167E+00
-4.80469E+00,+2.55685E+00
-4.76563E+00,+2.59077E+00
-4.72656E+00,+2.60836E+00
-4.68750E+00,+2.61464E+00
-4.64844E+00,+2.63599E+00
-4.60938E+00,+2.64353E+00
-4.57031E+00,+2.60710E+00
-4.53125E+00,+2.61715E+00
-4.49219E+00,+2.65107E+00
-4.45313E+00,+2.60333E+00
-4.41406E+00,+2.55810E+00
-4.37500E+00,+2.58951E+00
-4.33594E+00,+2.46640E+00
-4.29688E+00,+2.48398E+00
-4.25781E+00,+2.40107E+00
-4.21875E+00,+2.36589E+00
-4.17969E+00,+2.39102E+00
-4.14063E+00,+2.35459E+00
-4.10156E+00,+2.37092E+00
-4.06250E+00,+2.41614E+00
-4.02344E+00,+2.44378E+00
-3.98438E+00,+2.48147E+00
-3.94531E+00,+2.51162E+00
-3.90625E+00,+2.52921E+00
-3.86719E+00,+2.54554E+00
-3.82813E+00,+2.58574E+00
-3.78906E+00,+2.63851E+00
-3.75000E+00,+2.66363E+00
-3.71094E+00,+2.65986E+00
-3.67188E+00,+2.60584E+00
-3.63281E+00,+2.56313E+00
-3.59375E+00,+2.59705E+00
-3.55469E+00,+2.62092E+00
-3.51563E+00,+2.58574E+00
-3.47656E+00,+2.52167E+00
-3.43750E+00,+2.59077E+00
-3.39844E+00,+2.55685E+00
-3.35938E+00,+2.48901E+00
-3.32031E+00,+2.51665E+00
-3.28125E+00,+2.55057E+00
-3.24219E+00,+2.59831E+00
-3.20313E+00,+2.60710E+00
-3.16406E+00,+2.59579E+00
-3.12500E+00,+2.61338E+00
-3.08594E+00,+2.64604E+00
-3.04688E+00,+2.62971E+00
-3.00781E+00,+2.57067E+00
-2.96875E+00,+2.54805E+00
-2.92969E+00,+2.53926E+00
-2.89063E+00,+2.52795E+00
-2.85156E+00,+2.54554E+00
-2.81250E+00,+2.55057E+00
-2.77344E+00,+2.53172E+00
-2.73438E+00,+2.53549E+00
-2.69531E+00,+2.59077E+00
-2.65625E+00,+2.58574E+00
-2.61719E+00,+2.55434E+00
-2.57813E+00,+2.53926E+00
-2.53906E+00,+2.55685E+00
-2.50000E+00,+2.57318E+00
-2.46094E+00,+2.53926E+00
-2.42188E+00,+2.55434E+00
-2.38281E+00,+2.52419E+00
-2.34375E+00,+2.51916E+00
-2.30469E+00,+2.51916E+00
-2.26563E+00,+2.50660E+00
-2.22656E+00,+2.51413E+00
-2.18750E+00,+2.52042E+00
-2.14844E+00,+2.53047E+00
-2.10938E+00,+2.53800E+00
-2.07031E+00,+2.53800E+00
-2.03125E+00,+2.55308E+00
-1.99219E+00,+2.59454E+00
-1.95313E+00,+2.61966E+00
-1.91406E+00,+2.59831E+00
-1.87500E+00,+2.56439E+00
-1.83594E+00,+2.55182E+00
-1.79688E+00,+2.59454E+00
-1.75781E+00,+2.60584E+00
-1.71875E+00,+2.58574E+00
-1.67969E+00,+2.53549E+00
-1.64063E+00,+2.52042E+00
-1.60156E+00,+2.57444E+00
-1.56250E+00,+2.52167E+00
-1.52344E+00,+2.53800E+00
-1.48438E+00,+2.52293E+00
-1.44531E+00,+2.47645E+00
-1.40625E+00,+2.49529E+00
-1.36719E+00,+2.46388E+00
-1.32813E+00,+2.46137E+00
-1.28906E+00,+2.48901E+00
-1.25000E+00,+2.50157E+00
-1.21094E+00,+2.51162E+00
-1.17188E+00,+2.52042E+00
-1.13281E+00,+2.48650E+00
-1.09375E+00,+2.46388E+00
-1.05469E+00,+2.49780E+00
-1.01563E+00,+2.49655E+00
-976.56E-03,+2.45006E+00
-937.50E-03,+2.45760E+00
-898.44E-03,+2.49152E+00
-859.38E-03,+2.51413E+00
-820.31E-03,+2.48398E+00
-781.25E-03,+2.48650E+00
-742.19E-03,+2.53675E+00
-703.13E-03,+2.52042E+00
-664.06E-03,+2.53675E+00
-625.00E-03,+2.57067E+00
-585.94E-03,+2.60333E+00
-546.88E-03,+2.57946E+00
-507.81E-03,+2.51665E+00
-468.75E-03,+2.51539E+00
-429.69E-03,+2.53298E+00
-390.63E-03,+2.55057E+00
-351.56E-03,+2.53424E+00
-312.50E-03,+2.50032E+00
-273.44E-03,+2.47519E+00
-234.38E-03,+2.50157E+00
-195.31E-03,+2.53800E+00
-156.25E-03,+2.53047E+00
-117.19E-03,+2.52670E+00
-78.13E-03,+2.52921E+00
-39.06E-03,+2.49780E+00
